API,method,github url,label (M/C)
java.util.List__get__1,EmbedFontInfoTestCase.testImmutableGetters#,https://github.com/apache/xmlgraphics-fop/blob/1942336d7/fop-core/src/test/java/org/apache/fop/fonts/EmbedFontInfoTestCase.java#L61,C
java.util.Iterator__next__0,WaferMapRenderer.getMaxPaintValue#Integer#,https://github.com/jfree/jfreechart/blob/893f9b15/src/main/java/org/jfree/chart/renderer/WaferMapRenderer.java#L372,C
java.sql.ResultSet__next__0,TestFunctions.testIfNull#,https://github.com/h2database/h2database/blob/0ea0365c2/h2/src/test/org/h2/test/db/TestFunctions.java#L1660,M
java.util.Iterator__next__0,PdfReader.PageRefs.insertPage#int#PRIndirectReference#,https://github.com/itext/itextpdf/blob/2d5b6a212/itext/src/main/java/com/itextpdf/text/pdf/PdfReader.java#L1660,C
java.util.Map__get__1,ChildNodeEntriesImpl.NameMap.put#Name#int#LinkedEntries.LinkNode#,https://github.com/apache/jackrabbit/blob/da3fd4199/jackrabbit-jcr2spi/src/main/java/org/apache/jackrabbit/jcr2spi/hierarchy/ChildNodeEntriesImpl.java#L620,C
java.sql.ResultSet__next__0,TestResultSet.testDecimal#,https://github.com/h2database/h2database/blob/0ea0365c2/h2/src/test/org/h2/test/jdbc/TestResultSet.java#L1098,M
java.util.Map__get__1,Type1SubsetFile.searchEntries#HashMap#int#,https://github.com/apache/xmlgraphics-fop/blob/1942336d7/fop-core/src/main/java/org/apache/fop/fonts/type1/Type1SubsetFile.java#L236,M
java.util.Iterator__next__0,ClientRowIterator.nextRow#,https://github.com/apache/jackrabbit/blob/da3fd4199/jackrabbit-jcr-rmi/src/main/java/org/apache/jackrabbit/rmi/client/iterator/ClientRowIterator.java#L64,C
java.util.Map__get__1,RemoveItems.execute#Context#,https://github.com/apache/jackrabbit/blob/da3fd4199/jackrabbit-standalone/src/main/java/org/apache/jackrabbit/standalone/cli/core/RemoveItems.java#L51,C
java.util.Enumeration__nextElement__0,CommandLineInterpreter.processGroupCommand#Set#Options#,https://github.com/apache/directory-fortress-core/blob/a7ab0c01/src/main/java/org/apache/directory/fortress/core/cli/CommandLineInterpreter.java#L916,C
java.util.Iterator__next__0,CategoryAxis.equalPaintMaps#Map#Map#,https://github.com/jfree/jfreechart/blob/893f9b15/src/main/java/org/jfree/chart/axis/CategoryAxis.java#L1506,C
java.util.List__get__1,KeyedObjects2D.getObject#int#int#,https://github.com/jfree/jfreechart/blob/893f9b15/src/main/java/org/jfree/data/KeyedObjects2D.java#L219,M
java.util.List__get__1,Paths.getBounds#,https://github.com/itext/itextpdf/blob/2d5b6a212/itext/src/main/java/com/itextpdf/text/pdf/parser/clipper/Paths.java#L158,M
java.util.Enumeration__nextElement__0,PropertiesToUTF8.propertiesToTextUTF8#String#String#,https://github.com/h2database/h2database/blob/0ea0365c2/h2/src/tools/org/h2/build/i18n/PropertiesToUTF8.java#L52,C
java.util.Iterator__next__0,MVSecondaryIndex.Source.Source#Iterator#,https://github.com/h2database/h2database/blob/0ea0365c2/h2/src/main/org/h2/mvstore/db/MVSecondaryIndex.java#L90,M
java.util.Iterator__next__0,ListItemLayoutManager.getChangedKnuthElements#List#int#,https://github.com/apache/xmlgraphics-fop/blob/1942336d7/fop-core/src/main/java/org/apache/fop/layoutmgr/list/ListItemLayoutManager.java#L539,C
java.util.Map__get__1,ChoiceFieldPart.isGenerated#Map#,https://github.com/apache/xmlgraphics-fop/blob/1942336d7/fop-core/src/main/java/org/apache/fop/util/text/ChoiceFieldPart.java#L51,C
java.util.List__get__1,YIntervalSeriesCollection.removeAllSeries#,https://github.com/jfree/jfreechart/blob/893f9b15/src/main/java/org/jfree/data/xy/YIntervalSeriesCollection.java#L320,C
java.util.Map__get__1,JavaAggregate.updateAggregate#Session#,https://github.com/h2database/h2database/blob/0ea0365c2/h2/src/main/org/h2/expression/JavaAggregate.java#L190,C
java.sql.ResultSet__next__0,TestDateStorage.testDateTimeTimestampWithCalendar#,https://github.com/h2database/h2database/blob/0ea0365c2/h2/src/test/org/h2/test/db/TestDateStorage.java#L49,M
java.util.Iterator__next__0,XMLSecurityEventReader.XMLSecurityEventReader#Deque#int#,https://github.com/apache/santuario-java/blob/3832bd83/src/main/java/org/apache/xml/security/stax/impl/XMLSecurityEventReader.java#L38,M
java.util.Map__get__1,IdURICache.getItemId#String#,https://github.com/apache/jackrabbit/blob/da3fd4199/jackrabbit-spi2dav/src/main/java/org/apache/jackrabbit/spi2dav/IdURICache.java#L56,C
java.util.List__get__1,Select.init#,https://github.com/h2database/h2database/blob/0ea0365c2/h2/src/main/org/h2/command/dml/Select.java#L749,C
java.util.List__get__1,PathMap.Element.insert#Path.Element#,https://github.com/apache/jackrabbit/blob/da3fd4199/jackrabbit-spi-commons/src/main/java/org/apache/jackrabbit/spi/commons/name/PathMap.java#L749,C
java.util.List__get__1,ElementListUtils.determinePreviousBreak#List#int#,https://github.com/apache/xmlgraphics-fop/blob/1942336d7/fop-core/src/main/java/org/apache/fop/layoutmgr/ElementListUtils.java#L217,M
java.util.Enumeration__nextElement__0,PermissionUtil.forEachIn#PermissionCollection#BiConsumer#P#,https://github.com/wildfly-security/wildfly-elytron/blob/a73bbba0f0/src/main/java/org/wildfly/security/permission/PermissionUtil.java#L273,C
java.util.List__get__1,BalancingColumnBreakingAlgorithm.getElementIdBreaks#List#int#,https://github.com/apache/xmlgraphics-fop/blob/1942336d7/fop-core/src/main/java/org/apache/fop/layoutmgr/BalancingColumnBreakingAlgorithm.java#L242,C
java.util.List__get__1,StringsComparatorTest.testExecution#,https://github.com/apache/commons-text/blob/7d2b511/src/test/java/org/apache/commons/text/diff/StringsComparatorTest.java#L53,C
org.jfree.chart.plot.CategoryPlot__getDataset__1,AbstractCategoryItemRenderer.getLegendItems#,https://github.com/jfree/jfreechart/blob/893f9b15/src/main/java/org/jfree/chart/renderer/category/AbstractCategoryItemRenderer.java#L1580,C
java.util.List__get__1,ListItemLayoutManager.getNextStep#List[]#int[]#int[]#int[]#,https://github.com/apache/xmlgraphics-fop/blob/1942336d7/fop-core/src/main/java/org/apache/fop/layoutmgr/list/ListItemLayoutManager.java#L465,C
javax.swing.JFrame__setVisible__1,TipOfTheDayDemo.main#String[]#,https://github.com/ebourg/swingx/blob/820656c/swingx-demos/swingx-demos-content/src/main/java/org/jdesktop/swingx/demos/tipoftheday/TipOfTheDayDemo.java#L73,C
com.itextpdf.text.pdf.PdfDictionary__getAsString__1,PdfCopy.branchForm#HashMap#PdfIndirectReference#String#,https://github.com/itext/itextpdf/blob/2d5b6a212/itext/src/main/java/com/itextpdf/text/pdf/PdfCopy.java#L1526,C
java.util.List__get__1,XfaForm.InverseStore.isSimilar#String#,https://github.com/itext/itextpdf/blob/2d5b6a212/itext/src/main/java/com/itextpdf/text/pdf/XfaForm.java#L93,C
java.util.Map__get__1,PdfStamperImp.getPageStamp#int#,https://github.com/itext/itextpdf/blob/2d5b6a212/itext/src/main/java/com/itextpdf/text/pdf/PdfStamperImp.java#L757,C
java.util.List__get__1,RtfTableCell.writeRtfSuffix#,https://github.com/apache/xmlgraphics-fop/blob/1942336d7/fop-core/src/main/java/org/apache/fop/render/rtf/rtflib/rtfdoc/RtfTableCell.java#L311,C
java.util.Map__get__1,SynchronizedVerifier.detectConcurrentAccess#Object#,https://github.com/h2database/h2database/blob/0ea0365c2/h2/src/main/org/h2/util/SynchronizedVerifier.java#L56,C
java.nio.channels.FileChannel__write__1,TestFileSystem.testReadOnly#String#,https://github.com/h2database/h2database/blob/0ea0365c2/h2/src/test/org/h2/test/unit/TestFileSystem.java#L355,C
java.util.Iterator__next__0,JSONArray.toJSONString#List#,https://github.com/jfree/jfreechart/blob/893f9b15/src/main/java/org/jfree/data/json/impl/JSONArray.java#L110,C
java.util.List__get__1,AbstractComplexProperty.getArrayProperty#String#,https://github.com/apache/pdfbox/blob/72249f6ff/xmpbox/src/main/java/org/apache/xmpbox/type/AbstractComplexProperty.java#L119,C
java.util.Iterator__next__0,ChildNodeEntriesImpl.update#Iterator#,https://github.com/apache/jackrabbit/blob/da3fd4199/jackrabbit-jcr2spi/src/main/java/org/apache/jackrabbit/jcr2spi/hierarchy/ChildNodeEntriesImpl.java#L158,C
java.util.List__get__1,ColumnText.findLimitsPoint#ArrayList#,https://github.com/itext/itextpdf/blob/2d5b6a212/itext/src/main/java/com/itextpdf/text/pdf/ColumnText.java#L642,C
com.itextpdf.text.pdf.PdfDictionary__getAsString__1,CMapAwareDocumentFont.CMapAwareDocumentFont#PRIndirectReference#,https://github.com/itext/itextpdf/blob/2d5b6a212/itext/src/main/java/com/itextpdf/text/pdf/CMapAwareDocumentFont.java#L103,C
java.util.Enumeration__nextElement__0,VUtil.properties#Properties#,https://github.com/apache/directory-fortress-core/blob/a7ab0c01/src/main/java/org/apache/directory/fortress/core/util/VUtil.java#L266,C
java.sql.ResultSet__next__0,TestLobApi.testBlob#int#,https://github.com/h2database/h2database/blob/0ea0365c2/h2/src/test/org/h2/test/jdbc/TestLobApi.java#L242,M
com.itextpdf.text.pdf.PdfArray__getPdfObject__1,InlineImageUtils.getAlternateValue#PdfName#PdfObject#,https://github.com/itext/itextpdf/blob/2d5b6a212/itext/src/main/java/com/itextpdf/text/pdf/parser/InlineImageUtils.java#L197,C
java.util.Iterator__next__0,PdfCleanUpRegionFilter.addContour#Path#List#Boolean#,https://github.com/itext/itextpdf/blob/2d5b6a212/xtra/src/main/java/com/itextpdf/text/pdf/pdfcleanup/PdfCleanUpRegionFilter.java#L460,M
java.util.Map__get__1,NamespacesProperty.NamespacesProperty#NamespaceRegistry#,https://github.com/apache/jackrabbit/blob/da3fd4199/jackrabbit-jcr-server/src/main/java/org/apache/jackrabbit/webdav/jcr/property/NamespacesProperty.java#L61,C
javax.crypto.Cipher__init__2,AbstractEncryptOutputProcessor.AbstractInternalEncryptionOutputProcessor.init#OutputProcessorChain#,https://github.com/apache/santuario-java/blob/3832bd83/src/main/java/org/apache/xml/security/stax/impl/processor/output/AbstractEncryptOutputProcessor.java#L66,C
java.util.Map__get__1,CategoryAxis.writePaintMap#Map#ObjectOutputStream#,https://github.com/jfree/jfreechart/blob/893f9b15/src/main/java/org/jfree/chart/axis/CategoryAxis.java#L1478,C
java.util.Iterator__next__0,Statistics.calculateMean#Collection#boolean#,https://github.com/jfree/jfreechart/blob/893f9b15/src/main/java/org/jfree/data/statistics/Statistics.java#L138,C
java.io.ObjectOutputStream__writeObject__1,SerializeHyphPattern.serializeFile#File#File#,https://github.com/apache/xmlgraphics-fop/blob/1942336d7/fop-core/src/main/java/org/apache/fop/hyphenation/SerializeHyphPattern.java#L71,C
com.itextpdf.text.pdf.PdfDictionary__getAsString__1,CMapAwareDocumentFont.processToUnicode#,https://github.com/itext/itextpdf/blob/2d5b6a212/itext/src/main/java/com/itextpdf/text/pdf/CMapAwareDocumentFont.java#L132,C
java.util.Map__get__1,MVMap.replace#K#V#V#,https://github.com/h2database/h2database/blob/0ea0365c2/h2/src/main/org/h2/mvstore/MVMap.java#L575,C
java.util.Map__get__1,PrivilegeXmlHandler.writeDefinitions#Result#PrivilegeDefinition[]#Map#,https://github.com/apache/jackrabbit/blob/da3fd4199/jackrabbit-spi-commons/src/main/java/org/apache/jackrabbit/spi/commons/privilege/PrivilegeXmlHandler.java#L203,C
java.util.List__get__1,GlyphPositioningTable.SingleSubtableFormat2.populate#List#,https://github.com/apache/xmlgraphics-fop/blob/1942336d7/fop-core/src/main/java/org/apache/fop/complexscripts/fonts/GlyphPositioningTable.java#L203,C
java.io.PrintWriter__write__1,XMLSecNamespaceImpl.writeAsEncodedUnicode#Writer#,https://github.com/apache/santuario-java/blob/3832bd83/src/main/java/org/apache/xml/security/stax/impl/stax/XMLSecNamespaceImpl.java#L155,C
java.util.Map__get__1,AbstractCategoryItemRenderer.getSeriesItemURLGenerator#int#,https://github.com/jfree/jfreechart/blob/893f9b15/src/main/java/org/jfree/chart/renderer/category/AbstractCategoryItemRenderer.java#L539,C
java.util.Iterator__next__0,PaintMap.equals#Object#,https://github.com/jfree/jfreechart/blob/893f9b15/src/main/java/org/jfree/chart/PaintMap.java#L143,C
java.util.Iterator__next__0,BatchedItemOperations.copy#Path#ItemStateManager#HierarchyManager#AccessManager#Path#int#,https://github.com/apache/jackrabbit/blob/da3fd4199/jackrabbit-core/src/main/java/org/apache/jackrabbit/core/BatchedItemOperations.java#L363,C
java.util.Iterator__next__0,UserManagerTest.testQueryUserWithSpecialCharId#,https://github.com/apache/jackrabbit/blob/da3fd4199/jackrabbit-core/src/test/java/org/apache/jackrabbit/api/security/user/UserManagerTest.java#L186,C
java.util.List__get__1,EmpiricalDistribution.kB#int#,https://github.com/apache/commons-math/blob/1abe3c769/src/main/java/org/apache/commons/math4/distribution/EmpiricalDistribution.java#L704,M
java.util.Iterator__next__0,CombinedDomainCategoryPlot.setShadowGenerator#ShadowGenerator#,https://github.com/jfree/jfreechart/blob/893f9b15/src/main/java/org/jfree/chart/plot/CombinedDomainCategoryPlot.java#L524,C
java.util.List__get__1,XIntervalSeriesCollection.getStartXValue#int#int#,https://github.com/jfree/jfreechart/blob/893f9b15/src/main/java/org/jfree/data/xy/XIntervalSeriesCollection.java#L173,M
java.util.Iterator__next__0,TestCaseBase.doDeleteAllOlderThan#,https://github.com/apache/jackrabbit/blob/da3fd4199/jackrabbit-data/src/test/java/org/apache/jackrabbit/core/data/TestCaseBase.java#L415,C
java.sql.ResultSet__next__0,TestGetGeneratedKeys.testMergeUsing#Connection#,https://github.com/h2database/h2database/blob/0ea0365c2/h2/src/test/org/h2/test/jdbc/TestGetGeneratedKeys.java#L266,M
java.io.PrintWriter__write__1,XMLSecDTDImpl.writeAsEncodedUnicode#Writer#,https://github.com/apache/santuario-java/blob/3832bd83/src/main/java/org/apache/xml/security/stax/impl/stax/XMLSecDTDImpl.java#L68,C
java.util.Iterator__next__0,ItemSequenceTest.testSingletonPropertySequence#,https://github.com/apache/jackrabbit/blob/da3fd4199/jackrabbit-core/src/test/java/org/apache/jackrabbit/core/integration/ItemSequenceTest.java#L134,C
java.util.Map__get__1,MVRTreeMap.putOrAdd#SpatialKey#V#boolean#,https://github.com/h2database/h2database/blob/0ea0365c2/h2/src/main/org/h2/mvstore/rtree/MVRTreeMap.java#L192,C
java.sql.ResultSet__next__0,DatabaseJournal.DatabaseRevision.init#long#,https://github.com/apache/jackrabbit/blob/da3fd4199/jackrabbit-core/src/main/java/org/apache/jackrabbit/core/journal/DatabaseJournal.java#L236,C
java.util.StringTokenizer__nextToken__0,PDFANode.paint#Graphics2D#,https://github.com/apache/xmlgraphics-fop/blob/1942336d7/fop-core/src/main/java/org/apache/fop/svg/PDFANode.java#L66,C
java.util.Iterator__next__0,ValueAxis.findMaximumTickLabelHeight#List#Graphics2D#Rectangle2D#boolean#,https://github.com/jfree/jfreechart/blob/893f9b15/src/main/java/org/jfree/chart/axis/ValueAxis.java#L843,C
java.util.Iterator__next__0,TextLayoutManager.addALetterSpaceTo#List#int#,https://github.com/apache/xmlgraphics-fop/blob/1942336d7/fop-core/src/main/java/org/apache/fop/layoutmgr/inline/TextLayoutManager.java#L959,M
java.util.List__get__1,JdbcConnection.getQueryTimeout#,https://github.com/h2database/h2database/blob/0ea0365c2/h2/src/main/org/h2/jdbc/JdbcConnection.java#L777,M
org.jfree.chart.plot.PlotRenderingInfo__getOwner__0,DeviationRenderer.drawItem#Graphics2D#XYItemRendererState#Rectangle2D#PlotRenderingInfo#XYPlot#ValueAxis#ValueAxis#XYDataset#int#int#CrosshairState#int#,https://github.com/jfree/jfreechart/blob/893f9b15/src/main/java/org/jfree/chart/renderer/xy/DeviationRenderer.java#L269,M
java.sql.ResultSet__next__0,TestFunctions.assertCallResult#String#Statement#String#,https://github.com/h2database/h2database/blob/0ea0365c2/h2/src/test/org/h2/test/db/TestFunctions.java#L2170,M
java.util.List__get__1,DefaultBoxAndWhiskerXYDataset.getX#int#int#,https://github.com/jfree/jfreechart/blob/893f9b15/src/main/java/org/jfree/data/statistics/DefaultBoxAndWhiskerXYDataset.java#L289,M
java.util.List__get__1,ElitisticListPopulation.nextGeneration#,https://github.com/apache/commons-math/blob/1abe3c769/src/main/java/org/apache/commons/math4/genetics/ElitisticListPopulation.java#L81,C
java.util.Iterator__next__0,FrozenNodeIteratorAdapter.nextNode#,https://github.com/apache/jackrabbit/blob/da3fd4199/jackrabbit-jcr-commons/src/main/java/org/apache/jackrabbit/commons/iterator/FrozenNodeIteratorAdapter.java#L41,C
java.util.Iterator__next__0,DatasetUtils.createConsolidatedPieDataset#PieDataset#Comparable#double#int#,https://github.com/jfree/jfreechart/blob/893f9b15/src/main/java/org/jfree/data/general/DatasetUtils.java#L309,C
java.sql.ResultSet__next__0,TestBigDb.testLargeTable#,https://github.com/h2database/h2database/blob/0ea0365c2/h2/src/test/org/h2/test/db/TestBigDb.java#L46,M
java.sql.ResultSet__next__0,TestLob.testClob#,https://github.com/h2database/h2database/blob/0ea0365c2/h2/src/test/org/h2/test/db/TestLob.java#L1253,M
java.util.List__get__1,IndicGlyphRepositioner.getNextGlyph#List#int#,https://github.com/itext/itextpdf/blob/2d5b6a212/itext/src/main/java/com/itextpdf/text/pdf/languages/IndicGlyphRepositioner.java#L76,C
java.util.Iterator__next__0,ConsistencyCheckerImplTest.testDoubleCheckMissingNode#,https://github.com/apache/jackrabbit/blob/da3fd4199/jackrabbit-core/src/test/java/org/apache/jackrabbit/core/data/ConsistencyCheckerImplTest.java#L378,C
java.util.List__get__1,TimeSeriesCollection.getSeriesIndex#Comparable#,https://github.com/jfree/jfreechart/blob/893f9b15/src/main/java/org/jfree/data/time/TimeSeriesCollection.java#L320,C
java.util.Iterator__next__0,ResultHelper.SerializingContentHandler.endElement#String#String#String#,https://github.com/apache/jackrabbit/blob/da3fd4199/jackrabbit-webdav/src/main/java/org/apache/jackrabbit/webdav/xml/ResultHelper.java#L143,C
java.util.Iterator__next__0,AbstractLsProperties.execute#Context#,https://github.com/apache/jackrabbit/blob/da3fd4199/jackrabbit-standalone/src/main/java/org/apache/jackrabbit/standalone/cli/info/AbstractLsProperties.java#L47,C
java.util.Map__get__1,CodeViewer.moveToLastSnippet#,https://github.com/ebourg/swingx/blob/820656c/swingx-demos/swingx-demos-swingxset/src/main/java/com/sun/swingset3/codeview/CodeViewer.java#L751,M
java.util.Map__get__1,AbstractXYItemRenderer.getSeriesItemLabelGenerator#int#,https://github.com/jfree/jfreechart/blob/893f9b15/src/main/java/org/jfree/chart/renderer/xy/AbstractXYItemRenderer.java#L364,C
java.util.Map__get__1,NodeCreationTest.testIllegalChars#,https://github.com/apache/jackrabbit/blob/da3fd4199/jackrabbit-core/src/test/java/org/apache/jackrabbit/core/security/user/NodeCreationTest.java#L187,C
java.util.List__get__1,SubAndSupTest.resolveTextRise#,https://github.com/itext/itextpdf/blob/2d5b6a212/xmlworker/src/test/java/com/itextpdf/tool/xml/html/SubAndSupTest.java#L108,C
java.sql.ResultSet__next__0,TestMVTableEngine.testLowRetentionTime#,https://github.com/h2database/h2database/blob/0ea0365c2/h2/src/test/org/h2/test/store/TestMVTableEngine.java#L314,M
java.util.Map__get__1,WebApp.adminStartTranslate#,https://github.com/h2database/h2database/blob/0ea0365c2/h2/src/main/org/h2/server/web/WebApp.java#L413,M
java.util.Iterator__next__0,StringTokenizerTest.testIteration#,https://github.com/apache/commons-text/blob/7d2b511/src/test/java/org/apache/commons/text/StringTokenizerTest.java#L842,C
java.util.Map__get__1,RemoveMixin.execute#Context#,https://github.com/apache/jackrabbit/blob/da3fd4199/jackrabbit-standalone/src/main/java/org/apache/jackrabbit/standalone/cli/mixin/RemoveMixin.java#L72,M
java.util.Map__get__1,PSRendererConfig.getRenderingMode#,https://github.com/apache/xmlgraphics-fop/blob/1942336d7/fop-core/src/main/java/org/apache/fop/render/ps/PSRendererConfig.java#L85,C
com.itextpdf.text.pdf.PdfArray__getPdfObject__1,LtvVerification.getSignatureHashKey#String#,https://github.com/itext/itextpdf/blob/2d5b6a212/itext/src/main/java/com/itextpdf/text/pdf/security/LtvVerification.java#L295,C
java.util.List__get__1,PdfContentStreamProcessor.SetLineCap.invoke#PdfContentStreamProcessor#PdfLiteral#ArrayList#,https://github.com/itext/itextpdf/blob/2d5b6a212/itext/src/main/java/com/itextpdf/text/pdf/parser/PdfContentStreamProcessor.java#L484,M
java.util.Iterator__next__0,TestMVRTree.testRandom#boolean#,https://github.com/h2database/h2database/blob/0ea0365c2/h2/src/test/org/h2/test/store/TestMVRTree.java#L377,C
java.util.List__get__1,PdfReader.decodeBytes#byte[]#PdfDictionary#Map#,https://github.com/itext/itextpdf/blob/2d5b6a212/itext/src/main/java/com/itextpdf/text/pdf/PdfReader.java#L2578,C
java.util.List__get__1,PDFOutline.addOutline#PDFOutline#,https://github.com/apache/xmlgraphics-fop/blob/1942336d7/fop-core/src/main/java/org/apache/fop/pdf/PDFOutline.java#L99,C
java.util.Iterator__next__0,TestUriSpec.testBasic#,https://github.com/apache/curator/blob/2af84b9f/curator-x-discovery/src/test/java/org/apache/curator/x/discovery/TestUriSpec.java#L86,C
java.util.Map__get__1,TestMVStore.testFileFormatChange#,https://github.com/h2database/h2database/blob/0ea0365c2/h2/src/test/org/h2/test/store/TestMVStore.java#L748,C
java.io.ObjectOutputStream__writeObject__1,FontCache.saveTo#File#,https://github.com/apache/xmlgraphics-fop/blob/1942336d7/fop-core/src/main/java/org/apache/fop/fonts/FontCache.java#L208,C
java.util.Iterator__next__0,NestedLoops.add#NestedLoops#,https://github.com/apache/commons-math/blob/1abe3c769/src/main/java/org/apache/commons/math4/geometry/euclidean/twod/NestedLoops.java#L135,C
java.sql.ResultSet__next__0,TestLob.testConvert#,https://github.com/h2database/h2database/blob/0ea0365c2/h2/src/test/org/h2/test/db/TestLob.java#L643,M
java.util.Iterator__next__0,PrivilegeRegistry.createCustomDefinitions#Map#,https://github.com/apache/jackrabbit/blob/da3fd4199/jackrabbit-core/src/main/java/org/apache/jackrabbit/core/security/authorization/PrivilegeRegistry.java#L800,C
java.util.Iterator__next__0,JSONArray.writeJSONString#List#Writer#,https://github.com/jfree/jfreechart/blob/893f9b15/src/main/java/org/jfree/data/json/impl/JSONArray.java#L59,C
java.util.Enumeration__nextElement__0,ReviewMgrConsole.searchPermissions#,https://github.com/apache/directory-fortress-core/blob/a7ab0c01/src/test/java/org/apache/directory/fortress/core/ReviewMgrConsole.java#L593,C
java.util.Iterator__next__0,JSONArray.toJSONString#List#,https://github.com/jfree/jfreechart/blob/893f9b15/src/main/java/org/jfree/data/json/impl/JSONArray.java#L110,C
java.util.Iterator__next__0,SymbolAxis.drawGridBandsVertical#Graphics2D#Rectangle2D#Rectangle2D#boolean#List#,https://github.com/jfree/jfreechart/blob/893f9b15/src/main/java/org/jfree/chart/axis/SymbolAxis.java#L407,C
java.sql.ResultSet__next__0,TestFunctions.testFunctionTableVarArgs#,https://github.com/h2database/h2database/blob/0ea0365c2/h2/src/test/org/h2/test/db/TestFunctions.java#L168,M
java.sql.ResultSet__next__0,SQLInjection.listItemsSortedSecureParam#,https://github.com/h2database/h2database/blob/0ea0365c2/h2/src/test/org/h2/samples/SQLInjection.java#L364,C
java.util.Iterator__next__0,AuthorizableTest.testDeclaredMemberOf#,https://github.com/apache/jackrabbit/blob/da3fd4199/jackrabbit-core/src/test/java/org/apache/jackrabbit/api/security/user/AuthorizableTest.java#L372,C
java.util.List__get__1,CombinedRangeCategoryPlot.calculateAxisSpace#Graphics2D#Rectangle2D#,https://github.com/jfree/jfreechart/blob/893f9b15/src/main/java/org/jfree/chart/plot/CombinedRangeCategoryPlot.java#L247,C
java.util.Iterator__next__0,ECDSAUtils.getOIDFromPublicKey#ECPublicKey#,https://github.com/apache/santuario-java/blob/3832bd83/src/main/java/org/apache/xml/security/algorithms/implementations/ECDSAUtils.java#L757,C
java.util.Iterator__next__0,PiePlot.drawLabels#Graphics2D#List#double#Rectangle2D#Rectangle2D#PiePlotState#,https://github.com/jfree/jfreechart/blob/893f9b15/src/main/java/org/jfree/chart/plot/PiePlot.java#L2730,C
java.util.Iterator__next__0,Exporter.endElement#String#String#,https://github.com/apache/jackrabbit/blob/da3fd4199/jackrabbit-jcr-commons/src/main/java/org/apache/jackrabbit/commons/xml/Exporter.java#L450,C
java.util.List__get__1,NPointCrossover.mate#AbstractListChromosome#AbstractListChromosome#,https://github.com/apache/commons-math/blob/1abe3c769/src/main/java/org/apache/commons/math4/genetics/NPointCrossover.java#L126,C
java.util.StringTokenizer__nextToken__0,WebThread.parseHeader#,https://github.com/h2database/h2database/blob/0ea0365c2/h2/src/main/org/h2/server/web/WebThread.java#L249,C
java.util.Enumeration__nextElement__0,PermissionUtil.forEachIn#PermissionCollection#BiPredicate#P#,https://github.com/wildfly-security/wildfly-elytron/blob/a73bbba0f0/src/main/java/org/wildfly/security/permission/PermissionUtil.java#L273,C
java.util.Iterator__next__0,TLSServerEndPointChannelBindingSaslServerFactory.createSaslServer#String#String#String#Map#CallbackHandler#,https://github.com/wildfly-security/wildfly-elytron/blob/a73bbba0f0/src/main/java/org/wildfly/security/sasl/util/TLSServerEndPointChannelBindingSaslServerFactory.java#L57,C
java.util.Iterator__next__0,JcrParser.depopulateContext#Context#,https://github.com/apache/jackrabbit/blob/da3fd4199/jackrabbit-standalone/src/main/java/org/apache/jackrabbit/standalone/cli/JcrParser.java#L191,C
java.util.Iterator__next__0,QueryResultTest.testGetPosition#,https://github.com/apache/jackrabbit/blob/da3fd4199/jackrabbit-core/src/test/java/org/apache/jackrabbit/core/query/QueryResultTest.java#L159,C
java.util.Map__get__1,Function.getDatePart#String#,https://github.com/h2database/h2database/blob/0ea0365c2/h2/src/main/org/h2/expression/Function.java#L1856,C
java.util.List__get__1,TrueTypeFont.getNames#int#,https://github.com/itext/itextpdf/blob/2d5b6a212/itext/src/main/java/com/itextpdf/text/pdf/TrueTypeFont.java#L701,C
java.sql.ResultSet__next__0,TestMultiDimension.testPerformance3d#,https://github.com/h2database/h2database/blob/0ea0365c2/h2/src/test/org/h2/test/db/TestMultiDimension.java#L167,M
java.util.Iterator__next__0,StrTokenizerTest.testBasic3#,https://github.com/apache/commons-text/blob/7d2b511/src/test/java/org/apache/commons/text/StrTokenizerTest.java#L256,C
java.util.List__get__1,JdbcStatement.executeBatch#,https://github.com/h2database/h2database/blob/0ea0365c2/h2/src/main/org/h2/jdbc/JdbcStatement.java#L760,C
java.sql.ResultSet__next__0,TestAlter.testAlterTableAddColumnAfter#,https://github.com/h2database/h2database/blob/0ea0365c2/h2/src/test/org/h2/test/db/TestAlter.java#L270,M
java.util.Map__get__1,NodeCreationTest.testAutoExpand#,https://github.com/apache/jackrabbit/blob/da3fd4199/jackrabbit-core/src/test/java/org/apache/jackrabbit/core/security/user/NodeCreationTest.java#L258,C
java.util.Iterator__next__0,PrincipalManagerImpl.CheckedPrincipalIterator.seekNext#,https://github.com/apache/jackrabbit/blob/da3fd4199/jackrabbit-core/src/main/java/org/apache/jackrabbit/core/security/principal/PrincipalManagerImpl.java#L258,C
java.io.PrintWriter__write__1,TaskProcess.send#String#,https://github.com/h2database/h2database/blob/0ea0365c2/h2/src/test/org/h2/test/db/TaskProcess.java#L114,C
java.util.List__get__1,EnumeratedDistribution.EnumeratedDistribution#List#,https://github.com/apache/commons-math/blob/1abe3c769/src/main/java/org/apache/commons/math4/distribution/EnumeratedDistribution.java#L181,C
java.util.Map__get__1,CmapSubtable.getCharCodes#int#,https://github.com/apache/pdfbox/blob/72249f6ff/fontbox/src/main/java/org/apache/fontbox/ttf/CmapSubtable.java#L651,C
